source_file,direction,source_term,context,proposed_translation,term_type,status,notes
katturaigal/moodanambikai.md,tamil_to_english,திரிசங்கு சுவர்க்கம்,"Mythic suspended heaven used for holding science and superstition simultaneously","Trisanku heaven",mythological_metaphor,approved,"Transliterated and explained through immediate context."
katturaigal/moodanambikai.md,tamil_to_english,இராகுகாலம் / இயமகண்டம்,"Astrologically inauspicious daily periods consulted alongside a modern watch","Rahu Kalam / Yamagandam",astrological_terms,approved,"Transliterated as established calendrical terms."
katturaigal/moodanambikai.md,tamil_to_english,ஆன்மா / உயிர் / பிராணன்,"Terms whose linguistic evolution the essay treats as the basis of soul and deity concepts","soul / life / breath",rationalist_lexical_argument,approved,"Distinctions retained in the concluding etymological argument."
katturaigal/moodanambikai.md,tamil_to_english,சூன்யம்,"Sorcery or destructive magic in the historical accusation context","necromancy or black magic",historical_belief_term,approved,"Uses the source's printed English gloss without normalising its scope."
katturaigal/moscovin_puthu.md,tamil_to_english,மாஸ்கோ மணம்,"Moscow as shorthand for communist organisation political discipline and socialist influence","fragrance of Moscow",political_metaphor,approved,"Literal sensory metaphor retained in quotation marks."
katturaigal/moscovin_puthu.md,tamil_to_english,தாரக மந்திரம்,"Guiding maxim rather than a literal sacred formula","guiding mantra",political_spiritual_metaphor,approved,"Familiar loanword preserves the source's elevated tone."
katturaigal/moscovin_puthu.md,tamil_to_english,கூடாரம்,"One of the world's opposing geopolitical or ideological camps","camp / bloc",cold_war_metaphor,approved,"Rendered by context at each occurrence."
katturaigal/moscovin_puthu.md,tamil_to_english,மனித மாணிக்கம்,"Exemplary person shaped by commitment and genuine work","jewel among human beings",laudatory_metaphor,approved,"Source's gem image retained."
katturaigal/munnani_padai.md,tamil_to_english,முன்னணிப் படையினர்,"Experienced ideological workers presented as the vanguard of a new organisation","vanguard",movement_identity_term,approved,"Military-organisational force retained without implying a literal armed unit."
katturaigal/munnani_padai.md,tamil_to_english,பெட்டிச்சாவி,"Periyar's public metaphor for entrusting organisational responsibility to Annadurai","key to the cash box",movement_succession_metaphor,approved,"Literal period phrase retained consistently with related archive translations."
katturaigal/munnani_padai.md,tamil_to_english,பெரியார் பரம்பரை,"A lineage defined here by endurance of false accusations rather than kinship","Periyar's lineage",political_ethical_metaphor,approved,"Author's own definition follows immediately."
katturaigal/munnani_padai.md,tamil_to_english,தூற்றல் பாணம்,"Abusive speech imagined as arrows unable to penetrate resolve","arrows of abuse",political_martial_metaphor,approved,"Image retained in closing exhortation."
katturaigal/munnani_padai.md,tamil_to_english,ஓநாய் முறை / கம்சன் முறை,"Condemnation based on ancestral or predicted future wrongdoing","wolf's method / Kamsa's method",parable_mythic_analogy,approved,"Both source analogies retained and explained in their narratives."
katturaigal/munshi_marg.md,tamil_to_english,முன்ஷி மார்க்கம்,"A satirical name presenting the food minister's prescriptions as a new religion","Munshi's Path",political_religious_satire,approved,"Path retains the double sense of a doctrine and prescribed course."
katturaigal/munshi_marg.md,tamil_to_english,அரிசியியல்,"A coined satirical discipline replacing politics amid the food crisis","rice-ology",satirical_coinage,approved,"The playful parallel with politics is retained through an English coinage."
katturaigal/munshi_marg.md,tamil_to_english,தசரவதார தானியங்கள்,"A ration mixed with many substitute grains, mocked through Vishnu's ten incarnations","grains in all ten incarnations",mythic_food_satire,approved,"The hyperbolic religious image is preserved rather than flattened into mixed grain."
katturaigal/munshi_marg.md,tamil_to_english,அனுமார் வேட்டை,"A monkey-culling proposal satirically framed as hunting the deity Hanuman","Hanuman hunt",religious_political_satire,approved,"The following reference to Rama's emissaries makes the source's wordplay explicit."
katturaigal/munshi_marg.md,tamil_to_english,பசி வந்திடப் பத்தும் பறந்து போம்,"Hunger drives away the ten virtues traditionally attributed to a person","when hunger comes, ten virtues fly away",proverb,approved,"Literal structure retained because the essay develops its own political application."
katturaigal/muthalamaicharin_murari.md,tamil_to_english,முகாரி,"A Carnatic raga associated with a plaintive or sorrowful mood and used as a pun for the Chief Minister's lament","Mukhari",musical_political_pun,approved,"Transliteration preserves the title's musical allusion; the opening makes the lament explicit."
katturaigal/muthalamaicharin_murari.md,tamil_to_english,ஆலோலம்,"Valli's traditional cry while guarding millet and driving birds away","Alolam",literary_song_allusion,approved,"Retained as a quoted refrain and explained through the surrounding Valli narrative."
katturaigal/muthalamaicharin_murari.md,tamil_to_english,வெண்புறா / வெண்ணிலா பாடல்,"Parodic song fragments used to turn the minister's appeal into a melodramatic lament","white dove / white moon refrain",song_parody,approved,"Images and lyric cadence retained without claiming a complete identifiable song text."
katturaigal/muthalamaicharin_murari.md,tamil_to_english,ராஜபாளையத்தார்,"Reference to Chief Minister P. S. Kumaraswami Raja through his home town","the gentleman from Rajapalayam",historical_epithet,approved,"The nearby direct use of Kumaraswami makes the identification clear."
katturaigal/muthalamaicharin_murari.md,tamil_to_english,நாட்டை வங்காளம் ஆக்கும்,"A warning that famine could make Madras resemble Bengal's catastrophic famine experience","turn the country into another Bengal",historical_famine_allusion,approved,"Another signals analogy rather than a literal geographical transformation."
katturaigal/naattu_nilayum.md,tamil_to_english,பூஜா மனோபாவம்,"A habitual orientation toward ritual veneration and posthumous idolisation instead of practical human service","worshipful mentality",social_critique_term,approved,"Used consistently throughout to preserve the essay's conceptual refrain."
katturaigal/naattu_nilayum.md,tamil_to_english,காணி நிலம்,"Bharathi's lyric request and the oppressed cultivators' concrete demand for a landholding","a plot / one kani of land",land_measure_literary_refrain,approved,"Plot conveys the lyric refrain; kani is retained where the specific traditional measure matters."
katturaigal/naattu_nilayum.md,tamil_to_english,நடமாடும் தெய்வங்கள்,"Living human beings contrasted with stone idols","walking gods",rationalist_metaphor,approved,"The literal metaphor preserves the argument that divinity should be recognised in people."
katturaigal/naattu_nilayum.md,tamil_to_english,கபோதிகள்,"People who possess eyes but remain metaphorically blind through unreasoning devotion","the blind / blind conduct",social_religious_metaphor,approved,"Rendered contextually rather than as the literal pigeon homonym."
katturaigal/naattu_nilayum.md,tamil_to_english,பண மூட்டைகளின் பாதுகாப்பாளர்கள்,"Rulers who protect accumulated wealth rather than democratic public interests","guardians of moneybags",political_metaphor,approved,"The deliberately sharp image is retained."
katturaigal/naattu_nilayum.md,tamil_to_english,பணமில்லை என்னும் பாசுரம்,"The government's repeated claim of lacking funds mocked as a devotional hymn","the hymn ‘There is no money’",political_religious_satire,approved,"Pasuram's devotional register is retained through hymn."
katturaigal/nadathiselgirar.md,tamil_to_english,நடத்திச் செல்கிறார்,"The Soviet Union presented as guiding the world along the road to peace","It Leads the Way",elliptical_title,approved,"Neutral pronoun preserves the source's implicit subject while the opening identifies it immediately."
katturaigal/nadathiselgirar.md,tamil_to_english,கள்ளமார்க்கட் கழுகுகள்,"Profiteers preying upon scarcity through illicit trade","black-market vultures",political_economic_metaphor,approved,"The predatory image is retained."
katturaigal/nadathiselgirar.md,tamil_to_english,ரஷியாவைத் தொடாதே,"International labour slogan opposing Allied intervention in Soviet Russia","Hands off Russia!",historical_slogan,approved,"Established English slogan restores the force of the Tamil rendering."
katturaigal/nadathiselgirar.md,tamil_to_english,பகற்கொள்ளைகள்,"Open and brazen imperial aggressions in China Abyssinia and Spain","daylight robberies",anti_imperialist_metaphor,approved,"Literal metaphor preserves the article's accusatory register."
katturaigal/nadathiselgirar.md,tamil_to_english,சமய சஞ்சீவி,"A supposed life-restoring remedy here applied sarcastically to warmongering rhetoric","miraculous elixir",mythic_satire,approved,"Sanjivi's life-restoring association is conveyed without an unexplained transliteration."
katturaigal/nagaratchi_thaerthal.md,tamil_to_english,அரசியல் சட்டை,"Party identity imagined as a coat to be removed upon entering nonpartisan local service","political coat",political_metaphor,approved,"The clothing metaphor is retained and explained by context."
katturaigal/nagaratchi_thaerthal.md,tamil_to_english,சூத்ரதாரி,"A backstage controller or stage-manager directing electoral manoeuvres","stage-manager",theatrical_political_metaphor,approved,"Conveys both orchestration and concealed control."
katturaigal/nagaratchi_thaerthal.md,tamil_to_english,சங்கநாதம்,"A forceful public declaration compared to the blowing of a conch","trumpet call",rhetorical_metaphor,approved,"Natural English preserves the loud proclamation and deaf-ear contrast."
katturaigal/nagaratchi_thaerthal.md,tamil_to_english,தாம்பூலம் தருதல்,"Ceremonially courting wealthy prospective candidates","offering ceremonial betel",social_political_metaphor,approved,"Literal custom retained with enough contextual explanation."
katturaigal/nagaratchi_thaerthal.md,tamil_to_english,மூக்கணாங்கயறு,"A nose-rope used to restrain an animal, applied to checking one-party dominance","nose-rope",political_restraint_metaphor,approved,"The deliberately forceful rural image is retained."
katturaigal/nagaratchi_thaerthal.md,tamil_to_english,கடமையும் கண்ணியமுமே,"Ethical priorities placed above victory at any cost","duty and dignity",movement_maxim,approved,"Kept concise as the essay's closing maxim."
katturaigal/namaparvathi.md,tamil_to_english,நமப்பார்வதி பதயே,"Sanskrit Saiva congregational invocation meaning salutations to the consort of Parvati","Nama Parvati Pataye",devotional_refrain_satire,approved,"Transliterated because the essay critiques its use as a shouted substitute for argument."
katturaigal/namaparvathi.md,tamil_to_english,புராணிகர்,"Professional narrator or expounder of puranic religious stories","puranic performer / preacher",religious_occupation,approved,"Varied contextually between narration performance and preaching."
katturaigal/namaparvathi.md,tamil_to_english,சத்கதா காலட்சேபம்,"Religious entertainment or discourse built around sacred stories songs and exposition","sacred-story entertainment",performance_genre,approved,"Meaning is made accessible without erasing the essay's critique of the genre."
katturaigal/namaparvathi.md,tamil_to_english,சோமவார விரதம்,"A Monday fast undertaken in devotion to Siva and here claimed to preserve a woman's married state","Monday fast",ritual_term,approved,"Plain English used consistently; the story supplies the religious context."
katturaigal/namaparvathi.md,tamil_to_english,தாலி அறுபடும்,"Literally the marriage pendant being severed, a conventional expression for widowhood","marriage pendant would be severed / become widowed",marital_cultural_idiom,approved,"Both image and social meaning are given at first occurrence."
katturaigal/namaparvathi.md,tamil_to_english,ஆரியத்துக்குக் கமிஷன் ஏஜண்டுகள்,"Preachers represented as intermediaries who enrich and extend Brahminical dominance","commission agents for Aryanism",political_religious_metaphor,approved,"The source's commercial accusation is retained."
katturaigal/namathu_asai.md,tamil_to_english,நமது ஆசை,"The editorial's desire for India and Pakistan to coexist in friendship","Our Desire",editorial_title,approved,"Simple title preserved; its object becomes explicit near the conclusion."
katturaigal/namathu_asai.md,tamil_to_english,ராம்-ரஹீம்,"Gandhi's invocation of Hindu and Muslim names for God as an emblem of reconciliation","Ram–Rahim",interfaith_symbol,approved,"Transliterated and explained through the surrounding unity passage."
katturaigal/namathu_asai.md,tamil_to_english,மதவெறியின் கோர நர்த்தனம்,"Communal fanaticism imagined as a destructive dance","religious fanaticism's dreadful dance",political_religious_metaphor,approved,"The dance image is retained across its repeated uses."
katturaigal/namathu_asai.md,tamil_to_english,பிரச்சாரப் பீரங்கிகள்,"Hostile national propaganda compared to artillery","propaganda cannon",media_war_metaphor,approved,"The militarised press image is preserved."
katturaigal/namathu_asai.md,tamil_to_english,சங்க நாதம்,"Loud threatening national rhetoric likened to a conch blast","trumpet calls",rhetorical_metaphor,approved,"Rendered naturally while preserving the noise and mobilisation sense."
katturaigal/namathu_asai.md,tamil_to_english,தேன்துளிகள்,"Encouraging diplomatic reports experienced as drops of sweetness","drops of honey",hope_metaphor,approved,"Literal image retained."
katturaigal/namathu_geethai.md,tamil_to_english,நமது கீதை,"A rationalist egalitarian creed opposed to the social practice justified through the Bhagavad Gita","Our Gita",title_reclamation,approved,"Gita is retained because the conclusion explicitly recasts the genre as a movement creed."
katturaigal/namathu_geethai.md,tamil_to_english,சிரார்த்தம்,"Rite performed for deceased ancestors","shraddha",ritual_term,approved,"Established transliteration retained and explained by the ancestral-spirit context."
katturaigal/namathu_geethai.md,tamil_to_english,கனபாடிகள்,"Brahmin ritual specialists caricatured in the pond-bank dialogue","ritual priests",social_religious_term,approved,"Functional English avoids conflating the role with all Brahmins."
katturaigal/namathu_geethai.md,tamil_to_english,உன் கடன் பணி செய்து கிடப்பதே,"Ethical maxim that one's duty is to remain devoted to service","your duty is to remain in service",gita_maxim,approved,"Kept close to the source because the essay tests practice against the quoted maxim."
katturaigal/namathu_geethai.md,tamil_to_english,செக்குமாடு,"A draught animal endlessly circling an oil press, used for exploited labour","oil-press cattle",labour_metaphor,approved,"Specific image retained across both Aryan and Japanese domination passages."
katturaigal/namathu_geethai.md,tamil_to_english,மானம் பெரிது உயிரல்ல,"Dignity is valued above mere survival","Dignity is greater than life",movement_maxim,approved,"Rendered as the concise first line of the closing creed."
katturaigal/namathu_poar_paathai.md,tamil_to_english,போர்ப்பாதை,"A sustained ideological and social-reform struggle rather than a literal military campaign","path of struggle",movement_metaphor,approved,"Used consistently while retaining the article's extended army battlefield and commander imagery."
katturaigal/namathu_poar_paathai.md,tamil_to_english,பேடிகள் பட்டி,"The figurative destination of a soldier who abandons duty and retreats","settlement of cowards",martial_metaphor,approved,"Literal spatial image retained without reproducing the source's gendered slur."
katturaigal/namathu_poar_paathai.md,tamil_to_english,பூதேவர்,"Brahmins represented in orthodox hierarchy as gods upon earth","earthly gods",caste_religious_term,approved,"Quoted framing retained to signal the author's critique."
katturaigal/namathu_poar_paathai.md,tamil_to_english,கோடரிக்குக் காம்பு மரத்துண்டு,"A member of the harmed community assisting the force that cuts it down","even the handle of an axe is wood",proverb,approved,"Literal proverb is intelligible in context and preserves the accusation."
katturaigal/namathu_poar_paathai.md,tamil_to_english,பஞ்சாங்கமும் தர்ப்பையும்,"Priestly almanac and ritual grass satirically substituted for Moonje's book and sword","almanac and darbha grass",political_religious_satire,approved,"Concrete ritual objects retained."
katturaigal/namathu_poar_paathai.md,tamil_to_english,மனோரதம் நிலத்தில் ஓடாது,"Wishful imagination cannot perform practical worldly work","a chariot of imagination cannot run upon the ground",reform_metaphor,approved,"Literal chariot image retained in the road-repair argument."
katturaigal/namathu_poar_paathai.md,tamil_to_english,சமுதாய சமத்துவப் போரின் தளபதிகள்,"Graduates invited to exchange status credentials for leadership in social equality work","commanders in the struggle for social equality",movement_title,approved,"Preserves the serial's closing degree-and-command metaphor."
katturaigal/namellam.md,tamil_to_english,நாம் எல்லாம் ஒரே குடும்பம்,"Movement solidarity demonstrated by leaders and ordinary volunteers working together","we are all one family",movement_refrain,approved,"Retained as title and closing emotional claim."
katturaigal/namellam.md,tamil_to_english,வெள்ளுடை வேந்தன்,"Honorific for Justice Party founder P. Theagaraya Chetty identified by his white attire","white-clad leader",historical_epithet,approved,"The English supplies the identified name at first occurrence."
katturaigal/namellam.md,tamil_to_english,சேலம் ஒரு காலக் கண்ணாடி,"Salem presented as reflecting successive stages of movement history","Salem is a mirror of the times",historical_metaphor,approved,"Used consistently through the conference retrospective."
katturaigal/namellam.md,tamil_to_english,உற்சவ மூர்த்திகள்,"Election-season office seekers compared to idols brought out only for festivals","processional idols at the festival of elections",political_religious_satire,approved,"Both the episodic appearance and ritual image are retained."
katturaigal/namellam.md,tamil_to_english,ஆரியப் புயல்,"Aryan or Brahminical domination represented as the storm that felled Dravidian society","Aryan storm",extended_social_metaphor,approved,"Kept parallel to the literal storm that destroyed the conference pavilion."
katturaigal/namellam.md,tamil_to_english,இலட்சிய முரசு,"The movement's ideal proclaimed like a war or public drum","drum of our ideal",movement_metaphor,approved,"Literal image retained in the concluding exhortation."
katturaigal/nanbargal_kaetpatharkku01.md,tamil_to_english,நண்பர்கள் கேட்பதற்கு,"Answers framed for comrades and sincere questioners rather than hostile critics","For Friends Who Ask",series_title,approved,"Ellipsis retained in the title and the part number added for navigation."
katturaigal/nanbargal_kaetpatharkku01.md,tamil_to_english,அறப்போர்,"Disciplined nonviolent political agitation, here the anti-Hindi campaign","moral struggle",movement_term,approved,"Used consistently with prior archive translations."
katturaigal/nanbargal_kaetpatharkku01.md,tamil_to_english,விடுதலை முனை / பாராளுமன்ற முனை,"The DMK's liberation and parliamentary activities conceived as two mutually supporting fronts","liberation front / parliamentary front",organisational_metaphor,approved,"Military-organisational image retained without implying armed action."
katturaigal/nanbargal_kaetpatharkku01.md,tamil_to_english,தந்தம் உடைபட்டாலும் யானை,"An organisation remains formidable despite losing one defining instrument","even with a broken tusk an elephant remains larger than a calf",resilience_metaphor,approved,"The complete comparison is retained."
katturaigal/nanbargal_kaetpatharkku01.md,tamil_to_english,உளைச்சேறு,"Deep bog capable of immobilising and ruining a laden cart","deep mud / terrifying bog",strategic_metaphor,approved,"Used in the author's explanation for redirecting rather than abandoning the journey."
katturaigal/nanbargal_kaetpatharkku02.md,tamil_to_english,அவலை நினைத்து உரலை இடித்தல்,"Using an announced target as a pretext while acting against a different real target","pounding the mortar while thinking of beaten rice",proverb,approved,"Literal proverb retained with its meaning supplied by the surrounding argument."
katturaigal/nanbargal_kaetpatharkku02.md,tamil_to_english,கங்காணிகள்,"Overseers serving the interests of a dominant power","overseers",political_labour_metaphor,approved,"Captures the accusation that critics facilitate Congress dominance."
katturaigal/nanbargal_kaetpatharkku02.md,tamil_to_english,ஓட்டுமுறை / வேட்டுமுறை,"Electoral action contrasted with violent action through a Tamil sound-pair","ballot / bullet",political_wordplay,approved,"English sound-pair recreates the rhetorical contrast."
katturaigal/nanbargal_kaetpatharkku02.md,tamil_to_english,கொழுத்த வரிகள் / தேயும் வரிகள்,"High-yield taxes reserved to the Centre versus weak revenues left to states","rich-yielding / dwindling taxes",fiscal_metaphor,approved,"Preserves the bodily fat-versus-wasting contrast in natural fiscal English."
katturaigal/nanbargal_kaetpatharkku02.md,tamil_to_english,திராவிடக் கூட்டமைப்பு,"A proposed voluntary federation among the four southern linguistic states within the revised constitutional programme","Dravidian federation",federal_policy_term,approved,"Distinguished carefully from the prohibited demand for complete separation."
katturaigal/nanbargal_kaetpatharkku03.md,tamil_to_english,சமதர்மம்,"Economic and political programme contrasted with Congress's mixed public-private model",socialism,political_economic_term,approved,"Rendered as socialism rather than literal equality to fit the manifesto's public-sector and redistribution context."
katturaigal/nanbargal_kaetpatharkku03.md,tamil_to_english,சுங்கத் தீர்வையற்ற துறைமுகம்,"A port exempt from customs duties",free port,economic_policy_term,approved,"Uses the established English term rather than a word-for-word expansion."
katturaigal/nanbargal_kaetpatharkku03.md,tamil_to_english,ஆதித் திராவிடர் / தாழ்த்தப்பட்டோர்,"Historical administrative and political terminology in the manifesto","Scheduled Castes / depressed classes",historical_social_term,approved,"Scheduled Castes is used for policy provisions; depressed classes is retained in the source heading's historical register."
katturaigal/nanbargal_kaetpatharkku03.md,tamil_to_english,குறள் நெறி,"The ethical way taught by the Tirukkural and intended for worldwide propagation","the way of the Kural",literary_cultural_term,approved,"Keeps Kural as the recognised work-name and conveys நெறி as an ethical way."
katturaigal/nanbargal_kaetpatharkku03.md,tamil_to_english,சீர்திருத்தத் தமிழ்த் திருமணம்,"Non-Brahminical self-respect-style Tamil marriage for which legal validity is sought","Tamil reform marriage",historical_legal_term,approved,"Stays close to the source without silently substituting a narrower movement label."
katturaigal/nanbargal_kaetpatharkku05.md,tamil_to_english,பொது உடைமை,"Political-economic doctrine and party programme discussed in relation to Communism","common ownership / communism",political_economic_term,approved,"Common ownership is retained for the doctrine where the Tamil wording matters; Communist is used for the established party and state labels."
katturaigal/nanbargal_kaetpatharkku05.md,tamil_to_english,ஏக இந்தியா,"Doctrine requiring acceptance of one territorially unified Indian Union","a single India",constitutional_political_term,approved,"Avoids the misleading literal phrase one India while preserving the polemical emphasis on singular unity."
katturaigal/nanbargal_kaetpatharkku05.md,tamil_to_english,விதை நெல்லைச் சோற்றுக்கு பயன்படுத்துவது,"Consuming the seed stock needed for future cultivation in order to meet an immediate purpose","using seed grain for the cooking pot",proverbial_metaphor,approved,"Literal agrarian image retained because the next sentence explains its strategic meaning."
katturaigal/aachariyar_adaintha.md,tamil_to_english,ஆச்சாரியார்,"Satirical and honorific reference to C. Rajagopalachari used consistently throughout the article",Achariyar,historical_epithet,approved,"Transliterated rather than normalised to Rajaji in the title and narrative; Rajagopalachari identifies him at first mention."
katturaigal/aachariyar_adaintha.md,tamil_to_english,குல்லூகபட்டர்,"Polemical Brahminical epithet applied to Rajagopalachari",Kulluka Bhattar,polemical_epithet,approved,"Retained in transliteration because replacing it with a generic insult would erase the source's caste-political register."
katturaigal/aachariyar_adaintha.md,tamil_to_english,காமதேனுக்கள்,"Mythic wish-fulfilling cows used ironically for promised reforms","wish-fulfilling cows",mythological_metaphor,approved,"Meaning supplied while preserving the mocking metaphor."
katturaigal/aachariyar_adaintha.md,tamil_to_english,வகுப்புவாரிப் பிரதிநிதித்துவம்,"Madras Presidency policy allocating public positions among communities",communal representation,historical_policy_term,approved,"Uses the established period term; communal here means community-based representation rather than sectarian violence."
katturaigal/aachariyar_adaintha.md,tamil_to_english,பாஞ்சாலித்துகிலுரியும் படலம்,"Draupadi/Panchali disrobing episode applied to ministerial humiliation","the disrobing of Panchali",mythological_political_metaphor,approved,"The extended analogy is retained and not softened into a generic humiliation."
katturaigal/aariyamaayai.md,tamil_to_english,ஆரிய மாயை,"Ideological and religious influence represented as an illusion that subjugates Dravidian thought","The Aryan Illusion",series_political_title,approved,"Illusion preserves மாயை and the article's central metaphor without asserting it outside the source."
katturaigal/aariyamaayai.md,tamil_to_english,சற்சூத்திரர்கள்,"Sarcastic Sanskritised label for accommodating or Brahmin-devoted Sudras","good Sudras",caste_satire,approved,"Quotation marks and the surrounding irony are retained."
katturaigal/aariyamaayai.md,tamil_to_english,பூசுரர்,"Literally gods upon earth; conventional laudatory epithet for Brahmins used sarcastically","gods upon earth",caste_religious_epithet,approved,"Literal meaning carries the polemical irony better than mere Brahmins."
katturaigal/aariyamaayai.md,tamil_to_english,அகவல்,"Tamil metrical form into which the opening litany is recast",akaval,literary_form,approved,"Transliterated because generic free verse would lose the formal reference."
katturaigal/aariyamaayai.md,tamil_to_english,உள்ளங்கை நெல்லிக்கனி / கைப்புண்,"Something plainly evident contrasted with something painfully undeniable","gooseberry in one's palm / wound upon the hand",paired_proverbial_image,approved,"Both images retained because the author explicitly rejects the first for the sharper second."
katturaigal/aariyamaayai.md,tamil_to_english,திருப்பள்ளி எழுச்சி,"Religious awakening hymn repurposed as a call to revive a fallen people","hymn of awakening",literary_political_metaphor,approved,"Preserves the devotional genre metaphor in secular political use."
katturaigal/aariyar_samayam.md,tamil_to_english,ஆரியர் சமயம்,"The editorial's category for a body of Brahminical scripture mythology and social authority rather than a single creed","The Religion of the Aryans",political_religious_title,approved,"Title remains close to the Tamil while the article explains its own contested definition."
katturaigal/aariyar_samayam.md,tamil_to_english,ரிஷி மூலம் நதி மூலம் பார்க்கக் கூடாது,"Proverbial injunction against investigating the origins of sages and rivers","one must not examine the source of a rishi or a river",proverbial_religious_term,approved,"Literal parallel retained because the article invokes it as a shield against scrutiny."
katturaigal/aariyar_samayam.md,tamil_to_english,ராஜாங்க பாஷை,"Language used officially by the provincial state",official language,historical_administrative_term,approved,"Rendered by function rather than the literal language of government."
katturaigal/aariyar_samayam.md,tamil_to_english,மூல மந்திரம்,"Central slogan presented with the force and constant repetition of a sacred formula",fundamental mantra,political_religious_metaphor,approved,"Retains the deliberate transformation of devotional vocabulary into movement language."
katturaigal/abaya_arivippu.md,tamil_to_english,கோளி,"Comic coinage blending Korea with a fowl in a satirical poem","Korea-fowl",political_wordplay,approved,"A short explanation follows because the Tamil sound-play cannot be reproduced exactly in English."
katturaigal/abaya_arivippu.md,tamil_to_english,மாஸ்கோ நோக்கிகள்,"Communists portrayed as orienting every political decision towards Soviet command","people who look towards Moscow",political_label,approved,"Quotation marks preserve the polemical coined-label quality."
katturaigal/abaya_arivippu.md,tamil_to_english,பண மோகினி / முதலாளித்துவ மோகினி,"Capital and capitalism personified as an enchanting woman who seduces political leaders","enchantress of money / enchantress of capitalism",political_mythic_metaphor,approved,"Personification retained consistently across the article."
katturaigal/abaya_arivippu.md,tamil_to_english,ஆப்த நண்பன்,"Repeated ironic description of America as India's supposedly trustworthy intimate ally","intimate friend",political_irony,approved,"Quotation marks are retained where the source openly mocks the designation."
katturaigal/abaya_arivippu.md,tamil_to_english,அபாய அறிவிப்பு,"Warning signs produced by India's inconsistent policy and the approach of wider war","Danger Warning",political_title,approved,"Singular title retained while later plural use is rendered danger warnings."
katturaigal/anbin_pinaippu.md,tamil_to_english,அன்பின் பிணைப்பு,"Durable obligation connecting the DMK to the people, contrasted with power obtainable through state machinery","The Bond of Affection",political_emotional_title,approved,"Bond conveys both attachment and binding responsibility."
katturaigal/anbin_pinaippu.md,tamil_to_english,அரசியல் பிரம்மச்சாரி,"A politician with no doctrine of his own, enabling him to embrace any available policy","political bachelor",extended_satirical_metaphor,approved,"The opening joke and later policy critique depend upon retaining bachelor literally."
katturaigal/anbin_pinaippu.md,tamil_to_english,ஓடுமீன் ஓடி உறுமீன் வருமளவும் வாடி இருக்குமாம் கொக்கு,"Heron ignores small fish while patiently waiting for a large one","lets the little fish swim past and waits in hunger until the great fish comes",proverb,approved,"Meaning and riverbank image retained in natural English."
katturaigal/anbin_pinaippu.md,tamil_to_english,விதைக்காது அறுவடை,"Obtaining political benefit from conflict and work created by others","harvest without sowing",political_agrarian_metaphor,approved,"Compact metaphor retained."
katturaigal/anbin_pinaippu.md,tamil_to_english,அன்பின் அடிப்படையிலே பிறந்த பொறுப்பு,"DMK's responsibility to people represented as moral attachment beyond capture by government machinery","responsibility born upon a foundation of affection",movement_ethic,approved,"Connects the body text explicitly to the title."
katturaigal/andrae_kilambiya.md,tamil_to_english,சங்கநாதம்,"Conch blast representing a political warning and rallying call first sounded in 1938","clarion call",political_title_metaphor,approved,"Clarion call carries the public summons more naturally than literal conch sound."
katturaigal/andrae_kilambiya.md,tamil_to_english,அறப்போர்,"Disciplined morally justified anti-Hindi agitation","moral struggle",movement_term,approved,"Consistent with earlier archive translations."
katturaigal/andrae_kilambiya.md,tamil_to_english,மதிப்பிற்குரிய விருந்தாளி,"English as useful interprovincial language without displacing the mother tongue","honoured guest",language_metaphor,approved,"Retains the contrast with mother tongue as mother."
katturaigal/andrae_kilambiya.md,tamil_to_english,மூன்று தாய்மார்,"Birth mother motherland and mother tongue treated as three mothers deserving loyalty","three mothers",cultural_language_metaphor,approved,"The source immediately enumerates the three, so the literal image remains clear."
katturaigal/antha_ganniyam.md,tamil_to_english,கண்ணியம்,"Ethical dignity shown in honouring an opponent accepting honour from an opponent and publicly admitting error",dignity,public_life_ethic,approved,"Used consistently in title and argument; broader than courtesy and stronger than decorum."
katturaigal/antha_ganniyam.md,tamil_to_english,கண்ணியம் கடமை கட்டுப்பாடு,"DMK's established three-word public ethic","dignity duty and discipline",movement_motto,approved,"Consistent with prior archive translations."
katturaigal/antha_ganniyam.md,tamil_to_english,குதிரைக்கொம்பு,"Proverb for something virtually nonexistent","as rare as horns upon a horse",proverb,approved,"Literal image retained with rarity made explicit."
katturaigal/antha_ganniyam.md,tamil_to_english,பொதுவுடைமைச் சோலை / தேசீயக் காடு,"Contrasting communist and nationalist political camps through landscape imagery","grove of common ownership / nationalist forest",paired_political_metaphor,approved,"The contrast is retained rather than flattened to any party."
katturaigal/antha_thunivu.md,tamil_to_english,அன்னக் காவடி,"Derogatory label for impoverished dependent carriers allegedly serving wealthy interests","destitute carrier",political_social_insult,approved,"Uses the established archive interpretation while carrier fits the repeated journeys to Delhi."
katturaigal/antha_thunivu.md,tamil_to_english,மவுண்ட் ரோடு பெருச்சாளிகள்,"Press establishments on Mount Road compared to destructive bandicoots","bandicoots of Mount Road",press_political_insult,approved,"Literal animal insult retained because the article analyses its severity."
katturaigal/antha_thunivu.md,tamil_to_english,வெள்ளிக் காசுகள் தண்ணீர் பட்டபாடாய்,"Money said to circulate or flow unstoppably in bribery","silver coins circulate like water",bribery_metaphor,approved,"Retains the quoted Gandibam formulation without treating allegation as fact."
